Vmag,Plx,e_Plx,B-V,Amag,target
9.23,4.2,1.41,0.07,17.346245,1
9.99,11.11,1.92,0.653,20.218569,1
6.09,9.89,0.7,1.225,16.065983,0
7.57,4.15,0.89,0.983,15.66024,0
9.28,0.92,1.16,1.297,14.098939,1
7.55,5.32,0.92,1.052,16.179558,0
5.55,8.46,0.86,0.941,15.1868515,0
7.98,2.7,1.03,1.136,15.13682,0
6.02,6.24,0.52,-0.101,14.995924,1
7.69,6.56,0.7,0.257,16.774519,0
9.06,2.19,1.1,1.164,15.76222,0
7.58,2.44,0.59,-0.044,14.51695,1
8.2,62.57,0.87,1.132,22.181831,1
8.7,3.72,1.27,0.516,16.552715,0
6.64,2.28,0.75,-0.076,13.429674,0
7.69,10.92,0.66,0.559,17.881115,1
9.43,2.26,1.53,0.39,16.200542,1
10.4,5.24,1.95,0.534,18.996656,1
6.28,2.33,0.55,1.613,13.116779,0
7.83,6.1,0.99,1.024,16.756649,0
7.14,5.06,0.87,0.933,15.660751,0
9.44,33.68,1.67,0.85,22.07686,1
8.36,7.29,0.8,0.507,17.673637,1
9.07,10.6,1.33,0.585,19.19653,1
7.78,0.06,1.04,2.26,6.6707563,0
7.05,7.9,0.93,0.955,16.538136,0
7.56,3.56,0.88,1.1,15.317249,0
8.35,4.21,0.62,0.109,16.47141,1
7.06,17.52,0.53,0.427,18.27767,1
8.01,19.81,0.96,0.708,19.494423,0
9.61,16.35,2.66,0.859,20.67759,1
6.87,-1.15,0.64,0.494,12.173489,0
6.21,11.28,0.68,0.098,16.471546,1
9.22,3.84,1.1,0.191,17.141657,1
9.48,8.21,1.58,0.54,19.051716,1
7.19,5.55,0.63,1.129,15.911465,0
6.92,7.49,0.91,1.198,16.292408,0
8.81,9.23,1.35,0.63,18.63601,1
4.93,18.61,0.59,0.334,16.278732,1
8.83,2.76,0.75,0.962,16.034546,1
8.45,3.66,0.75,1.178,16.267406,0
8.8,0.43,1.57,0.786,11.967342,1
7.93,-0.09,1.04,0.65,7.701212,0
7.74,3.0,0.65,1.591,15.125607,0
8.23,8.24,1.01,0.616,17.809635,1
7.84,20.51,0.68,0.595,19.39983,1
5.91,7.75,0.78,1.075,15.356508,0
6.91,27.38,0.52,0.477,19.097168,1
8.11,-0.28,0.97,-0.085,10.345789,0
9.61,2.4,1.68,0.897,16.511055,1
5.89,22.92,0.89,0.602,17.691072,1
9.17,5.44,1.15,0.452,17.847996,1
7.62,0.12,0.99,1.47,8.015906,0
7.89,11.02,1.03,0.461,18.100906,1
8.01,12.07,0.69,0.466,18.418537,1
7.42,6.19,1.01,0.115,16.378452,1
6.34,7.18,0.87,0.11,15.620623,1
9.29,11.12,1.57,0.619,19.520523,1
7.33,28.93,0.84,0.621,19.636742,1
8.27,1.41,1.03,1.169,14.016096,0
9.22,3.53,1.63,0.534,16.958874,1
9.25,21.97,0.87,0.817,20.95915,1
6.86,2.91,0.57,-0.009,14.179464,0
4.44,5.68,0.72,-0.177,13.211742,0
7.57,5.83,1.0,1.28,16.398344,0
6.25,5.27,0.69,0.193,14.859053,1
6.4,3.61,0.89,0.07,14.187536,1
8.88,0.64,0.98,0.068,12.9109,1
9.01,8.85,1.02,0.62,18.744717,1
9.4,1.57,1.32,1.123,15.3794985,0
6.34,2.58,0.91,-0.106,13.398098,0
8.15,6.55,1.17,0.533,17.231205,1
9.52,1.28,1.33,1.5,15.05605,0
8.07,17.4,0.91,0.721,19.272745,1
9.11,0.52,1.38,-0.034,12.690016,0
8.77,0.63,1.01,0.973,12.766703,0
7.45,9.69,0.85,1.199,17.381618,0
8.81,4.47,1.21,0.994,17.061539,0
8.9,6.08,1.29,0.642,17.819517,1
8.83,5.47,1.32,0.25,17.519936,0
8.06,1.35,1.02,0.97,13.71167,0
6.2,4.71,0.84,1.01,14.5651045,0
8.76,6.0,0.8,0.293,17.650757,1
8.3,1.42,3.26,0.642,14.061441,0
8.38,2.28,1.18,1.089,15.169674,0
8.42,25.83,0.91,0.768,20.480621,1
7.92,3.65,1.0,1.003,15.731464,0
7.83,5.38,1.01,1.127,16.483912,0
8.88,9.08,1.08,0.506,18.67043,1
9.23,6.37,1.25,0.416,18.250696,1
9.3,11.77,1.07,0.703,19.653881,1
8.88,4.75,1.38,1.556,17.26347,0
7.21,3.58,0.62,1.529,14.979416,0
2.9,4.44,0.81,0.299,11.136915,0
9.11,0.43,1.23,1.289,12.277342,0
8.03,5.68,1.27,0.094,16.801743,1
6.29,6.31,0.54,1.205,15.290147,0
6.93,15.72,0.84,0.674,17.912264,1
7.56,1.38,0.64,-0.158,13.259396,1
9.03,5.73,1.33,0.558,17.820774,1
8.86,0.51,1.14,1.51,12.39785,0
8.1,3.37,1.27,0.99,15.73815,0
7.59,2.68,0.83,-0.028,14.730675,1
7.8,4.99,0.67,0.027,16.290504,1
7.67,1.0,1.0,0.913,12.67,1
6.96,10.61,0.94,0.225,17.088577,1
8.58,1.93,1.37,0.0,15.007786,0
9.62,8.34,1.63,0.718,19.22583,1
8.82,5.19,1.08,1.198,17.395836,0
9.4,2.02,1.53,0.42,15.926756,1
8.91,0.37,1.28,1.011,11.751009,0
7.82,3.11,1.03,1.323,15.283802,0
9.43,1.64,1.53,1.104,15.504219,0
8.31,7.54,0.98,0.481,17.696857,1
9.28,4.25,1.51,0.498,17.421944,1
8.6,1.92,1.09,0.302,15.016506,1
8.25,4.05,0.95,1.144,16.287275,0
9.85,6.21,1.14,0.656,18.815458,1
9.49,8.31,1.44,0.476,19.088005,1
6.74,31.6,1.1,0.557,19.238436,1
6.16,1.65,0.76,-0.134,12.247419,0
9.23,2.51,0.98,1.313,16.228367,0
9.01,1.94,0.8,1.639,15.449009,1
9.15,-0.77,0.8,0.871,13.582453,1
8.99,2.96,1.08,1.166,16.346458,1
8.39,1.85,2.11,1.317,14.725859,1
8.53,5.6,2.56,-0.076,17.270939,0
8.59,-0.31,0.89,1.112,11.046808,0
10.08,6.95,1.12,0.588,19.289925,1
9.37,8.54,1.23,0.496,19.02729,1
8.23,8.77,1.98,0.86,17.944998,0
8.0,1.12,1.07,-0.071,13.24609,0
8.82,-3.01,3.83,1.096,16.212833,1
8.36,1.74,1.33,1.03,14.562746,0
8.91,3.98,1.1,0.257,16.909416,1
8.23,6.65,0.84,0.485,17.344109,1
9.16,0.4,1.22,0.033,12.1703,1
8.29,2.63,0.93,1.04,15.389778,0
8.23,11.09,1.15,0.604,18.454657,1
8.84,1.79,0.84,1.496,15.104265,0
8.19,1.83,0.91,-0.125,14.502255,1
7.2,1.3,0.79,1.55,12.769716,0
9.38,6.7,0.86,0.487,18.510374,1
9.34,2.38,1.39,1.053,16.222885,0
8.84,2.79,1.5,0.4,16.068022,1
8.51,1.2,0.8,1.564,13.905907,0
8.0,9.03,1.18,1.022,17.778439,1
7.88,1.29,0.66,-0.082,13.432949,1
5.97,6.52,0.79,-0.082,15.041237,0
8.8,15.4,1.36,0.611,19.737604,1
3.57,22.73,0.83,0.932,15.352997,0
5.66,3.75,0.49,-0.101,13.530157,0
7.46,6.98,0.74,0.309,16.679276,1
8.88,0.88,1.22,0.428,13.602413,1
9.88,20.87,1.83,1.038,21.477612,1
8.27,5.28,1.15,0.994,16.883171,0
8.52,2.9,1.77,0.7,15.831991,1
7.76,4.72,0.96,1.119,16.129711,0
9.09,3.58,1.48,1.205,16.859415,0
8.58,4.09,1.12,0.178,16.638617,1
3.65,21.17,1.17,0.981,15.2786045,0
6.89,4.22,1.07,1.591,15.0165615,0
9.36,11.55,1.45,0.646,19.672909,1
7.59,2.45,0.57,1.438,14.5358305,0
7.19,13.49,0.84,0.387,17.840061,1
7.73,4.87,0.86,1.139,16.167645,0
7.97,10.0,1.2,0.456,17.97,1
8.77,2.81,1.15,1.03,16.013533,0
9.04,0.92,1.41,1.56,13.858939,0
8.07,3.9,0.92,0.982,16.025322,0
6.97,9.49,1.09,0.402,16.85633,0
9.5,15.34,1.37,0.7,20.429127,1
8.66,5.12,1.25,1.344,17.20635,0
10.01,3.08,1.1,0.537,17.452753,1
8.54,4.81,1.67,0.129,16.950726,1
9.62,12.28,3.41,0.695,20.06599,1
7.86,3.01,1.53,0.983,15.252832,0
8.1,5.36,0.75,0.258,16.745825,1
8.42,5.91,1.05,0.511,17.277939,1
6.66,10.27,0.96,1.246,16.717852,0
7.36,57.9,0.98,0.937,21.173393,1
8.19,2.74,0.83,0.004,15.378753,1
6.78,0.8,0.77,-0.01,11.29545,0
7.41,16.75,0.91,0.755,18.530073,1
7.43,5.37,1.2,1.03,16.079872,0
9.75,-0.31,1.36,0.507,12.206808,1
7.07,5.74,0.97,1.251,15.864559,0
7.95,7.94,0.68,0.265,17.449102,0
4.76,18.55,0.64,0.025,16.101719,1
7.39,3.7,0.93,1.417,15.231009,0
3.77,30.21,0.45,1.132,16.170753,0
8.12,3.56,1.26,1.219,15.87725,0
7.56,0.98,0.61,-0.139,12.51613,1
7.95,-0.36,0.98,-0.035,10.731512,1
9.38,3.4,1.45,0.586,17.037395,1
5.96,9.67,0.68,1.118,15.887132,0
7.3,14.32,0.68,0.418,18.079716,1
8.85,2.01,1.43,1.14,15.36598,0
8.73,2.12,0.93,1.025,15.361679,0
7.58,2.9,1.57,0.043,14.891991,1
6.42,4.7,0.87,1.241,14.78049,1
8.47,7.03,1.06,0.402,17.704777,1
8.13,2.12,0.96,-0.045,14.76168,1
6.83,1.78,1.04,1.693,13.0821,0
8.03,4.71,1.07,0.249,16.395103,0
8.15,1.39,1.07,1.677,13.865074,0
7.99,3.39,1.31,0.983,15.640999,1
6.07,7.23,0.81,1.304,15.365692,0
8.23,3.02,0.69,1.33,15.630034,0
8.21,1.87,3.44,0.66,14.569208,1
8.85,2.74,1.37,0.935,16.038754,0
4.6,8.72,1.34,0.0,14.302582,1
8.83,5.3,2.89,0.528,17.451378,1
7.36,1.87,0.76,1.47,13.719208,0
8.27,2.68,1.18,0.193,15.410675,0
8.43,4.24,1.13,0.99,16.56683,0
10.16,36.5,1.87,1.311,22.971464,1
8.07,1.15,0.97,1.599,13.373488,0
7.67,3.86,0.93,1.075,15.602937,0
5.58,10.65,0.97,0.921,15.716747,0
8.99,1.3,1.4,0.99,14.559716,0
7.86,3.07,0.8,1.393,15.295692,0
6.51,5.72,0.86,1.517,15.29698,0
8.46,34.78,1.26,0.916,21.166649,1
8.11,7.14,0.89,0.38,17.37849,1
8.56,8.73,1.19,0.509,18.265072,1
7.49,0.65,0.67,1.645,11.554566,0
8.19,1.15,0.98,-0.05,13.493488,1
8.95,0.1,0.88,0.04,8.95,0
8.4,11.51,1.33,0.64,18.705376,1
9.0,3.32,0.96,1.108,16.60569,0
8.49,3.32,0.74,1.143,16.09569,0
7.62,2.83,0.76,0.292,14.878932,0
7.42,5.2,0.59,1.187,16.000017,0
5.7,9.74,1.08,-0.079,15.642795,1
8.71,-1.4,1.17,0.704,14.44064,0
9.05,0.43,1.11,0.053,12.217342,1
8.24,1.53,1.18,1.016,14.163457,1
9.49,95.37,0.98,1.472,24.387058,1
9.1,1.58,0.86,1.163,15.0932865,0
6.62,0.6,0.54,1.272,10.5107565,0
7.95,14.18,1.07,0.578,18.708382,1
7.18,17.42,0.61,0.526,18.38524,1
8.5,7.13,1.15,0.466,17.765448,0
8.47,2.21,0.68,1.746,15.191961,0
5.78,2.43,0.82,-0.076,12.708032,1
7.25,3.32,0.89,0.568,14.85569,0
8.18,6.87,1.17,0.197,17.364784,1
6.88,13.77,0.52,0.561,17.57467,1
5.69,3.91,1.03,1.586,13.650885,0
9.03,7.31,1.11,0.38,18.349586,1
6.31,7.01,0.54,-0.028,15.5385895,1
7.63,3.98,0.89,1.029,15.6294155,0
9.27,-0.29,1.18,1.423,11.58199,0
9.81,4.54,1.1,0.42,18.09528,1
8.91,16.52,1.49,0.68,20.00005,1
7.96,11.84,1.16,0.421,18.32676,1
8.61,9.87,0.97,0.454,18.581585,1
8.13,3.66,0.7,0.08,15.947406,1
7.25,25.78,0.82,0.57,19.306416,1
8.62,21.72,1.21,0.73,20.304298,1
8.81,6.7,1.21,0.391,17.940374,1
8.37,3.62,0.79,0.244,16.163544,1
5.89,7.08,0.88,-0.033,15.140165,1
6.51,3.85,0.52,-0.071,14.437304,0
6.03,8.74,1.24,0.04,15.737556,1
9.08,6.61,1.09,0.411,18.181007,1
7.73,5.31,0.91,-0.008,16.355473,1
6.33,3.15,0.87,1.018,13.821552,0
7.55,7.09,0.88,0.006,16.80323,1
7.23,13.54,1.01,0.562,17.888092,1
9.58,7.15,2.48,0.6,18.85153,1
8.63,5.56,1.14,0.02,17.355373,1
6.5,3.02,0.87,-0.155,13.900035,1
5.73,3.53,0.67,1.626,13.468874,0
8.7,12.95,1.49,0.609,19.261349,0
8.3,0.68,1.94,-0.006,12.462545,1
7.07,2.37,0.8,1.812,13.943742,0
8.51,3.95,1.17,0.974,16.492985,0
6.05,16.26,0.7,0.951,17.105602,0
7.82,2.0,0.87,0.937,14.3251505,1
6.64,5.77,0.79,0.012,15.445879,1
7.76,1.06,0.93,-0.017,12.88653,1
5.56,15.35,0.7,1.15,16.490541,0
7.26,6.69,0.57,1.07,16.38713,0
6.24,4.43,0.71,1.495,14.472019,0
8.35,7.48,1.2,0.573,17.71951,1
8.2,8.12,1.0,0.947,17.74778,1
7.57,4.8,0.92,1.345,15.976206,0
8.12,5.94,1.05,1.172,16.988932,0
6.37,3.81,0.62,1.772,14.274625,0
7.37,2.9,0.82,1.698,14.68199,0
8.14,5.84,1.15,0.124,16.972065,1
8.11,5.17,1.74,1.031,16.677452,1
8.53,3.32,1.14,0.166,16.13569,1
9.63,1.05,1.52,0.81,14.735947,0
7.9,0.91,0.9,0.993,12.695208,0
7.88,1.57,0.94,-0.073,13.859499,0
6.8,2.22,0.87,-0.161,13.531765,0
7.48,1.71,0.98,1.671,13.64498,0
6.46,9.68,1.01,0.248,16.389378,1
9.22,8.77,1.47,0.542,18.934998,1
8.61,1.48,0.75,1.298,14.4613085,0
7.62,2.99,0.67,0.127,14.998356,1
8.85,4.6,1.04,0.413,17.16379,1
7.67,0.09,1.19,0.987,7.4412127,0
9.12,20.98,1.33,0.76,20.729027,1
7.95,5.09,1.57,1.082,16.48359,0
8.41,11.05,0.94,0.54,18.62681,1
6.88,22.14,0.95,0.463,18.605888,1
8.01,3.6,1.48,0.124,15.791513,1
8.28,3.91,1.21,1.17,16.240883,1
7.49,8.16,0.91,0.501,17.04845,1
9.49,5.37,1.39,0.602,18.139872,1
6.8,9.27,1.07,1.232,16.635399,0
7.81,7.29,0.97,1.092,17.123638,0
8.97,7.15,1.46,0.362,18.241531,1
7.58,3.6,1.19,1.169,15.361513,0
7.23,3.58,0.89,1.244,14.999415,0
8.18,4.84,2.61,0.344,16.604227,1
8.85,63.81,1.17,1.33,22.874443,1
8.74,8.1,0.85,0.484,18.282425,1
7.43,2.91,0.84,1.423,14.749464,0
9.27,1.78,1.04,1.446,15.5221,0
8.48,10.74,1.17,0.445,18.635021,1
7.77,2.22,0.81,1.612,14.501765,0
8.3,2.75,0.84,1.19,15.496664,0
7.22,6.86,0.61,0.215,16.40162,1
5.14,15.49,0.94,0.018,16.090258,1
8.51,3.12,1.25,1.028,15.980773,0
8.7,11.39,1.0,0.59,18.98262,1
7.44,7.85,0.93,1.052,16.914349,1
5.42,8.02,0.5,1.419,14.940872,0
7.95,1.48,0.96,0.093,13.801309,0
7.91,6.93,2.27,0.649,17.113667,1
10.82,8.06,2.61,0.604,20.351675,1
7.51,2.76,0.88,1.179,14.714546,0
8.54,0.56,0.84,0.02,12.28094,1
9.06,12.85,0.89,0.623,19.604515,1
9.21,2.75,1.07,0.99,16.406664,0
8.99,6.08,1.36,0.933,17.909517,0
9.04,13.19,1.22,0.574,19.641224,1
8.06,37.33,0.97,0.758,20.92029,1
5.41,5.61,0.92,1.346,14.154814,0
6.69,6.96,0.64,1.086,15.903046,0
8.32,0.44,1.09,1.304,11.537263,0
8.24,3.28,0.95,1.383,15.819369,0
9.43,23.73,1.35,0.905,21.306488,1
8.98,2.9,1.26,1.208,16.29199,0
9.66,3.45,1.39,1.32,17.349094,0
7.44,6.22,0.92,0.14,16.408953,1
9.48,-0.77,1.67,0.045,13.912453,0
6.96,13.2,0.74,0.43,17.56287,1
6.98,2.97,0.76,-0.143,14.343782,1
7.63,3.09,1.15,1.008,15.079793,0
8.52,3.05,0.64,1.375,15.9415,0
8.94,4.01,1.58,1.108,16.955723,0
6.05,9.82,0.53,0.937,16.010557,0
8.66,8.38,1.08,0.909,18.27622,1
6.15,4.33,1.06,1.142,14.332439,0
5.58,2.27,0.59,-0.176,12.360128,1
8.69,4.95,1.39,0.423,17.163025,1
8.91,22.27,1.09,0.88,20.648602,1
3.62,11.09,0.82,0.974,13.844657,0
8.83,7.4,0.76,0.485,18.176159,1
8.31,6.72,1.1,0.272,17.446846,0
8.26,5.18,0.63,1.135,16.83165,0
8.07,6.62,1.0,0.51,17.17429,1
8.99,1.91,0.89,1.217,15.395166,0
6.97,29.33,0.69,0.584,19.30656,1
7.86,6.67,1.21,1.05,16.980629,1
8.32,15.19,1.93,0.595,19.227787,1
7.28,4.09,0.84,0.953,15.338617,0
4.93,20.5,0.94,0.037,16.48877,1
6.18,8.4,0.53,1.051,15.801395,0
5.74,19.7,0.86,0.336,17.21233,1
6.36,5.07,0.76,1.399,14.88504,0
8.75,3.23,1.33,0.903,16.296013,0
7.46,3.26,1.13,1.11,15.026089,0
9.31,4.11,1.32,0.959,17.37921,1
9.22,6.9,1.57,0.931,18.414246,1
7.01,4.84,0.85,1.198,15.434227,0
6.59,5.37,0.78,1.004,15.239872,0
9.03,1.27,0.84,0.01,14.549019,1
7.8,3.67,1.18,1.055,15.62333,1
10.15,0.83,1.99,0.91,14.74539,0
8.04,3.55,0.69,-0.013,15.7911415,1
8.81,13.51,1.14,0.653,19.463276,1
7.05,2.26,0.84,1.862,13.820542,0
7.28,7.27,0.86,0.354,16.587671,1
8.1,5.77,0.98,0.328,16.90588,1
8.61,4.34,1.19,1.105,16.797447,0
7.94,3.02,0.61,0.026,15.3400345,1
8.01,1.48,0.93,1.459,13.861309,0
9.59,-0.08,1.77,1.14,9.10545,0
5.79,8.87,0.61,-0.038,15.529618,1
8.95,10.39,0.77,0.519,19.033077,1
9.56,3.29,1.77,0.467,17.14598,1
7.15,23.3,0.86,0.712,18.986778,1
6.51,3.13,0.76,1.146,13.987722,0
8.97,6.73,0.87,0.513,18.110077,1
7.23,5.29,1.0,1.118,15.847279,0
9.24,1.92,1.32,0.242,15.656506,1
8.81,20.25,0.91,0.716,20.342125,1
8.01,14.44,0.96,0.544,18.807837,1
8.6,6.96,1.39,0.962,17.813046,0
9.59,9.8,1.01,0.659,19.546131,1
8.04,3.97,0.61,-0.008,16.033953,1
6.15,7.58,0.53,0.035,15.548346,1
5.27,29.8,0.56,0.345,17.64108,1
7.15,5.0,0.9,1.2,15.64485,0
7.22,4.36,0.85,1.102,15.417433,0
7.68,1.49,0.92,1.666,13.545931,0
8.09,3.32,0.98,-0.079,15.69569,0
6.55,5.86,0.72,1.186,15.389488,0
9.17,2.99,1.36,1.349,16.548355,0
9.37,0.43,1.49,0.4,12.537342,0
7.57,5.13,2.46,0.626,16.120586,1
6.43,5.76,0.67,0.838,15.232113,0
5.84,-0.27,0.87,0.626,7.996819,0
8.03,1.95,0.82,-0.147,14.480173,1
4.88,6.24,0.82,1.112,13.855924,0
7.05,2.57,0.64,-0.141,14.099666,0
8.5,7.85,10.31,0.35,17.974348,1
9.06,2.84,1.44,0.587,16.326591,0
8.35,3.02,0.75,1.516,15.750035,0
7.36,4.54,1.0,1.029,15.645279,0
8.72,1.91,1.46,1.462,15.125168,0
7.55,3.25,0.87,1.082,15.109417,0
3.97,11.95,0.59,1.468,14.356839,0
10.05,23.18,1.75,1.098,21.875568,1
5.72,46.24,1.31,0.511,19.04509,1
7.91,4.19,0.66,1.15,16.02107,0
8.07,0.64,1.12,1.322,12.100899,0
8.58,11.28,1.04,0.528,18.841545,1
5.86,12.37,0.51,-0.024,16.321848,1
5.82,9.24,0.84,1.052,15.648359,0
6.67,11.51,0.83,0.525,16.975376,1
6.25,4.03,0.73,-0.041,14.2765255,1
7.96,2.96,0.68,1.0,15.316459,0
8.79,1.99,1.31,0.995,15.2842655,0
12.04,15.23,3.51,1.224,22.953499,1
7.99,4.23,0.73,0.183,16.121702,0
6.45,4.27,1.95,0.168,14.602139,0
9.72,0.04,1.38,1.575,7.7303,1
6.89,0.6,0.6,-0.143,10.780756,0
6.22,8.73,1.0,1.119,15.925072,0
8.65,0.03,1.21,0.061,6.035606,1
7.41,2.28,0.85,0.998,14.199675,0
8.94,1.85,1.16,-0.019,15.275858,1
8.52,6.89,0.99,0.519,17.711096,1
8.26,22.3,1.31,0.7,20.001524,1
5.91,8.47,0.92,0.878,15.549417,0
6.37,4.12,0.81,-0.134,14.444486,1
8.02,3.03,0.7,1.029,15.427214,0
9.77,6.32,2.0,0.541,18.773586,1
6.92,3.45,0.72,-0.024,14.609096,0
8.68,4.8,0.77,0.524,17.086206,1
6.33,2.66,0.91,-0.145,13.454409,1
6.61,5.01,0.82,0.053,15.109188,1
8.18,1.02,1.2,1.687,13.2230015,0
6.13,8.15,0.83,1.048,15.685788,0
7.75,5.13,0.93,1.032,16.300587,0
8.85,11.14,0.9,0.572,19.084427,1
7.66,3.89,0.95,1.018,15.609748,0
8.49,3.94,0.76,0.088,16.46748,1
6.34,5.94,0.79,0.86,15.208932,0
8.98,9.76,1.29,0.403,18.92725,1
6.91,8.04,0.91,1.051,16.43628,1
9.51,16.87,1.44,0.823,20.645576,0
9.11,2.38,0.99,-0.002,15.992885,1
9.04,1.06,1.26,1.176,14.166529,0
8.65,3.48,0.77,1.264,16.357895,0
7.95,3.49,0.98,0.921,15.664127,0
8.89,4.97,1.39,0.562,17.37178,1
8.68,6.94,0.98,0.347,17.886799,1
8.91,2.8,0.76,1.12,16.14579,0
8.77,0.46,1.16,1.118,12.08379,0
7.51,3.26,0.74,0.299,15.076089,1
8.97,7.11,0.88,0.491,18.229347,1
8.68,1.7,0.99,1.389,14.832245,0
8.46,6.77,1.03,0.345,17.612944,1
9.55,9.37,1.48,0.695,19.408699,1
8.3,1.54,1.27,1.27,14.237604,0
9.4,4.48,0.99,0.36,17.65639,0
8.06,1.89,1.23,1.391,14.442309,0
10.36,14.1,1.87,0.901,21.106094,1
7.29,4.91,1.44,1.123,15.745408,0
8.45,1.56,0.79,0.977,14.415623,0
9.26,6.24,1.36,0.79,18.235924,1
7.22,32.24,0.84,0.745,19.761976,1
9.0,19.58,0.82,0.834,20.459064,1
8.66,-0.29,1.47,1.597,10.97199,0
9.08,4.22,1.16,0.356,17.206562,0
8.49,1.41,1.01,0.048,14.236095,1
8.4,1.63,0.68,-0.035,14.4609375,1
6.12,6.32,0.85,1.329,15.123586,0
5.61,7.52,0.83,0.012,14.991089,1
7.18,2.83,0.52,1.635,14.438932,0
8.46,22.2,0.81,0.774,20.191765,1
8.73,3.25,0.98,1.09,16.289417,0
9.08,7.48,1.28,0.418,18.449509,1
5.84,8.71,0.56,0.847,15.540091,0
8.91,1.09,1.05,1.366,14.097132,0
5.68,2.06,0.82,-0.178,12.249336,1
7.51,1.99,0.68,1.55,14.004266,0
5.83,2.1,0.61,0.073,12.441096,1
8.56,0.57,1.12,1.639,12.339375,0
8.31,2.69,1.13,0.257,15.458762,0
7.24,3.59,1.59,0.091,15.015472,1
8.35,4.6,1.2,0.802,16.66379,0
8.67,2.4,2.42,1.144,15.571056,0
7.38,4.18,0.92,1.535,15.485881,0
7.51,2.45,0.92,1.514,14.455831,0
9.35,10.5,1.45,0.759,19.455946,1
8.34,1.16,1.06,1.142,13.662291,0
8.51,2.15,0.85,1.005,15.172193,0
8.69,3.66,1.56,0.873,16.507404,0
9.42,7.98,0.95,0.685,18.930016,1
3.73,14.68,1.01,-0.082,14.563631,1
9.56,6.5,1.17,0.725,18.624569,1
8.3,10.24,1.25,0.436,18.3515,1
9.7,20.55,1.6,1.04,21.26406,1
8.94,31.29,1.5,1.098,21.417027,1
8.71,2.15,1.15,1.074,15.372192,0
8.87,3.89,1.19,0.441,16.819748,1
2.65,23.34,0.8,0.893,14.490505,0
7.41,6.46,0.89,0.541,16.461163,0
8.18,1.74,0.78,1.06,14.382746,0
7.98,2.94,1.1,1.212,15.321737,0
5.82,11.17,0.9,1.077,16.060266,0
7.78,6.07,0.96,0.4,16.695944,1
6.51,38.24,0.85,0.599,19.422588,1
8.8,6.27,1.19,0.989,17.786339,0
9.92,3.37,1.36,0.61,17.55815,1
8.29,7.61,0.66,0.362,17.696922,1
7.68,3.35,0.66,1.115,15.305223,0
7.8,4.54,1.0,0.96,16.08528,1
7.87,9.22,0.87,0.221,17.693655,1
8.46,2.43,0.99,0.139,15.388031,1
7.92,12.46,1.17,0.73,18.39759,1
8.08,1.65,1.09,0.275,14.167419,1
9.1,4.6,1.08,0.859,17.41379,0
8.76,5.18,1.36,1.687,17.33165,0
7.48,1.2,0.91,0.021,12.875906,0
9.25,1.18,1.68,0.774,14.60941,1
7.76,3.81,1.58,0.101,15.664625,1
8.79,5.13,1.14,0.325,17.340588,1
7.75,4.65,1.01,1.2,16.087265,0
9.33,11.5,1.5,0.727,19.633488,1
8.98,2.62,1.31,1.166,16.071507,0
5.95,1.64,1.18,-0.156,12.0242195,1
6.36,23.43,0.89,0.384,18.208862,1
6.12,17.81,0.51,0.225,17.373318,0
8.76,3.83,0.95,0.594,16.675995,1
8.77,5.46,1.36,0.334,17.455963,1
6.11,18.2,0.78,0.264,17.410357,1
8.05,15.74,0.91,0.468,19.035023,1
5.55,4.84,0.56,-0.048,13.974227,1
8.63,3.36,0.9,0.739,16.261696,1
7.97,1.84,1.01,1.596,14.294088,0
7.82,39.06,0.93,0.755,20.778662,1
4.75,9.2,0.52,-0.091,14.568939,1
7.85,0.28,0.95,1.404,10.08579,0
6.02,5.6,0.93,1.288,14.760941,0
7.54,0.42,0.7,0.985,10.656246,0
4.84,10.29,0.87,1.495,14.902077,0
9.26,-0.08,1.38,0.812,8.77545,0
8.7,4.19,1.23,0.171,16.81107,0
8.5,7.28,1.82,1.783,17.810658,0
8.66,4.95,1.25,1.005,17.133026,0
8.53,8.79,1.25,0.327,18.249943,1
8.17,2.69,1.02,0.94,15.318762,0
7.64,4.11,1.01,1.298,15.709209,0
9.14,1.34,1.25,0.971,14.775524,0
5.45,1.61,0.76,1.118,11.484129,0
8.44,20.56,2.07,0.769,20.005116,1
8.46,9.47,1.64,0.377,18.341751,1
8.88,9.73,1.2,0.608,18.820564,1
7.66,1.59,0.81,0.071,13.6669855,0
9.84,6.44,1.75,0.395,18.88443,1
6.15,10.61,0.77,1.179,16.278576,1
5.26,5.11,0.49,0.98,13.802105,0
7.7,1.57,0.58,-0.125,13.679499,1
8.55,10.85,1.14,0.51,18.72715,1
7.03,3.68,0.8,1.128,14.85924,1
8.27,14.86,1.1,0.652,19.130095,1
9.39,6.73,0.88,0.563,18.530075,1
8.75,0.74,1.1,0.189,13.096159,1
8.69,2.48,0.83,0.986,15.662258,0
7.34,5.36,1.05,0.939,15.985825,0
7.79,1.98,0.86,1.008,14.273326,0
9.11,5.43,1.36,0.39,17.784,1
8.82,3.3,0.82,0.286,16.412569,1
7.88,2.25,0.7,1.717,14.640913,0
7.39,10.46,0.96,0.375,17.487658,1
6.57,-0.93,0.82,0.464,11.412415,0
8.52,25.89,1.04,0.84,20.58566,1
8.11,6.75,5.13,1.039,17.25652,0
8.86,5.55,2.08,1.0,17.581465,1
8.24,5.77,1.15,1.221,17.04588,0
6.99,5.76,0.6,0.982,15.792112,0
8.69,3.95,1.53,1.694,16.672985,0
